Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;;
AF6352V65ZNG1;972683275;andy;[0, 0];is not 400x600 compatible but just disconnect one of the screw from the extension arm and move it forward one more, and it will fit, but you will just have 2 screw on the bottem arms and not 3, but it's okay i mounted it like that and it stable. I like it a lot.;4.0;Good product.;1386201600;12 5, 2013;;
AF7C4BF18NJ1U;972683275;Theresa DeLange;[1, 1];Stiff when trying to move but otherwise a nice product.  I'm happy with the value and would recommend it to others, but it's not a finger touch move, so it can be a little difficult to push back flat to the wall.;4.0;A little hard to move;1389830400;01 16, 2014;;
AFEASK6FJZ8X8;972683275;Ryan Nyquist;[0, 0];This TV mount was really great and met all of our needs. Strong, durable, easy to install, and operates perfectly.;5.0;TV Mount;1370390400;06 5, 2013;;
AFIOUVKPBA7IV;972683275;Stephen Ostendorf;[0, 0];I ordered this mount for our 27 inch LCD TV.  It arrived quickly and seems extremely sturdy.  It rotates at multiple angles and seems to fit practically any television mounting layout.  I have 2 major problems with it.  The first is that the mounting diagram that came with my mount, the one that you hang on the wall to drill holes, did not match up with the actual holes on the mount.  I drilled the holes in my wall before I realized this.  The second issue I have is that when the mount is pushed all the way back, the television is not centered on the mount.  The piece that the television actually attaches to is off center several inches to the left.  I thought, prior to purchasing, that the television would lay centered on the wall against the wall mount bracket while pushed all the way back.The mount does seem very well made so I gave it 3 stars, but it definitely didn't look like I imagined on the wall.  Due to my off-center issue, I am considering a return.;3.0;Sturdy, but slightly off.;1361664000;02 24, 2013;;
AFS5ZGZ2M3ZGV;972683275;Angel Campbell;[0, 0];I absolutly love this wall mount its awesome my tv is a 42 inch and it's sturdy and made of good materials its not cheap or flimsy at all . My tv swing 2 feet out from the wall and moves completely left to right so I can watch TV on my bed without breaking my neck and I can swing it to the other side of my room to play rock band or exercise . As far as the instillation went my boy firend had it set up with in a half hour he is really good as putting things together he didnt use the instructions so it must not have been that difficult to figure out .;5.0;Sturdy , good materials , not flimsy at all;1379721600;09 21, 2013;;
AGG3RTQFN3OJ4;972683275;Buzz B;[0, 0];Shipping was very fast.Very well made mount, excellent price and easy to mount on wall ,with more than enough hardware to make the project an easy one.;5.0;Videosecu Led tv mount;1311465600;07 24, 2011;;
AGWAOGY3WTN4X;972683275;Bob wilson;[0, 0];Item rec'd very quickly and was just as described. This same item is sold at the big boxes for three or four times the price. Included was enough hardware to fill a store and additional brackets to hang most any flat screen TV..;5.0;Just as described;1364428800;03 28, 2013;;
AGY0KH2D5G9WH;972683275;"Thomas \TC\""""";[18, 23];Do not listen to other reviewers, screws that this came with are concrete only, there are no wood or dry wall screws. You will!!!! need a stud finder!!! There are 8 holes in total on a mounting plate, so it is plenty enough if you hit the center of a stud. Sturdy,good looking. There is a whole set of machine screws for(my guess)all TV types plus couple of tools that you will need.;5.0;Excellent mount;1286841600;10 12, 2010;;
AGZ1HS2KBSFRG;972683275;DEJIA;[0, 0];This was easy to set up and we do enjoy being able to watch TV in the bed room. Then fall asleep.;4.0;TV;1392076800;02 11, 2014;;
AH5FPXRBVFP0B;972683275;Angie;[0, 0];This is the 3rd TV wall mount from this seller and brand.  My other two are for 37 inch TV's.  this was the first for my larger TV's.  they are TOO easy to install, literally takes us 15 minutes.  Sturdy and solid even for my larger TVs I will buy one for every TV we have!  I highly recommend this product!;5.0;Perfect!;1364083200;03 24, 2013;;
AH7DLKHSGZKCR;972683275;M. Swartz;[0, 0];Easy install!! Looks great and works great for what we need!! Purchased for game room, took 5 min. to install and 1 min. to set TV on. Great!!;5.0;Great Product -Easy install 5 min. to install. TV looks great on the wall. can move around easily;1363996800;03 23, 2013;;
AH8Q45LTCQCFJ;972683275;Mike Muick;[1, 1];I purchesed this mount to accomendate my 32 inch LCD tv. It works fairly well. The only problem is that it's swivel points are metal to metal and require a little grease to make them move eaiser. Other than that it is a solid mount for the price.;4.0;Good flat screen mount;1292371200;12 15, 2010;;
AHJJYGJXJ346V;972683275;G. Quinn;[0, 0];This wall mount was sold at a very good price.  It was very easy to mount on the wall and works and looks good.;5.0;VideoSeco articulating TV wall mount;1340236800;06 21, 2012;;
AHKKH5P9OXXMG;972683275;Javier L Colon Figueroa;[0, 0];It's really good easy to install no hurry to get what you need comes with everything to hang your tv or monitor a few tools that's it!!!;5.0;Awsome;1332115200;03 19, 2012;;
AHPRCZ59P9RU0;972683275;Nooga Shooter;[0, 0];I wanted to put my mac in the wall and leave it. This does that well.  I don't move it often it seems strong and well built. If you want to move it a lot get something different you have to keep an Allen wrench and a crescent wrench in the desk drawer if you plan on moving it a lot. The articulation is sketchy. For my uses and the cheap price this was perfect.;5.0;It works for me;1294704000;01 11, 2011;;
AHWVTOXGM4SZ9;972683275;Tofael;[0, 0];Its sturdy, holds my tv really good, its adjustable & really really easy to install. An excellent product. I would definitely recommend it.;5.0;wow!;1394064000;03 6, 2014;;
AID9ZOW2HKO35;972683275;Sharon L;[0, 0];This bracket was easy for my husband to mount.  I have to admit, I was extremely nervous hanging our 46 inch TV, as the bracket really didn't look all that strong.  But that was deceiving, and after a few days of nervousness, we are noow perfectly comfortable with the way the bracket mounts our TV diagonally in the corner of the room.;5.0;Great TV bracket;1370044800;06 1, 2013;;
AIGTSPP6PLJJW;972683275;"Daniel J. Gottlieb \the great outdoors\""""";[0, 0];This is an inexpensive wall mount flat screen holder that is really easy to install, and there's no assembly required.  You just find a beam (preferably), screw it in, screw the TV to the unit and you're done.  It's a bit tight to move around, but you can simply loosen the bolts at the hinges.  I'm very impressed.  For the $, it's 5 stars.;4.0;easy, functional;1350172800;10 14, 2012;;
AIHN98QLUVU7E;972683275;Amazon Customer;[0, 0];"TV mount is excellent; sturdy, well made and at a great price.  Included excellent directions, screws and cable.Delivery was quick. A great purchase.";5.0;GREAT VALUE;1325116800;12 29, 2011;;
AIIZ3D0BQS7CR;972683275;michael;[0, 0];I strongly suggest purchasing this product.The price is unbeatable compared to the local stores! I recommend this product to the fullest.;5.0;Great product!;1358812800;01 22, 2013;;
AIJWAL4ZGCK2F;972683275;Fall Creek Bob;[0, 0];I had bought another mount at our local discount store for ~ $75 plus a 6 foot HDMI cable for $22. (Over $100 with tax)! Luckily it didn't fit the 200/200 bolt pattern and I found this mount with a free 6 foot HDMI for $25.00! Could not find one made in the U.S.A. So, both were made in China! Great Mount! Great Price!;5.0;VideoSecu Savings;1317513600;10 2, 2011;;
AIRPOKZ4206EG;972683275;beej;[0, 0];"Before purchasing a wall mount for my Hitachi 31&#34; flat screen TV I took the time to read several customer reviews (which I found extremely helpful.)  I ordered the VideoSecu Swing Arm TV Wall Mount after reviewing my TV's Owner's Manual and measuring the mount connections on my TV.  The wall mount arrived much sooner than the estimated delivery time.  Installation was simple.  The price was right.  I would highly recommend this product.";5.0;Perfect!;1369008000;05 20, 2013;;
AIWE3KTYZ9RQ4;972683275;kdc162;[0, 0];I put this on my outdoor deck using a 32' Vizio LCD. It is strong and tilts in all directions so it is easy to turn to the right angle that you need to view it, left to right and up and down. Highly recommend.;5.0;Works Great;1355702400;12 17, 2012;;
AJ2QOQPGKJUFF;972683275;John D. Regan;[0, 0];"This is a heavy duty bracket and I successfully mounted a 32 inch Sansui LCD TV in about 2 hours, taking my time. There are two \tools\"" provided. One is a hex key and it works. The other in a small box wrench. Throw the box wrench away as it is at least 1mm larger than the lags bolts provided and thus slips when used, could cause minor injury, and is totally useless. BTW, the pre- mounted bolts, as shipped, are torqued on tightly, watch the fingers and hands so as not to mash them once the torque pressure is released as you untighten them.  I strongly suggest using your own tools. Either a racket wrench or correct size box wrench. The lag bolts provided for mounting are large and should be mounted in a wall stud 2x4. To prevent splitting the stud, drill progressively larger pilot holes until you acheive the size correct for the mounting the lag bolts. The instructions are minimal and vague. For instance, there is a small component provided which looks like a screw cap with a small barbell thru the top.  Interesting, but here is no explanation what it is for. Also the mounting lag bolts should be six in number"; only five were included in my shipment, so I winged it with a lag bolt of my own.  Mounting the TV to the TV plate has to be somewhat intuitive;" screws are provided for most configurations. In summary, I liked this product but it has the snags, the bewilderments, and the amusements and the WTFs that plague most manufactured products made in China. For the price, we don't get German engineered quality or Swiss logic.  Bottom line is that it works.""";4.0;Good bracket, couple snags.;;
AJ97HDK7RH9VW;972683275;marketfixer;[9, 12];"Installation was relatively easy with this mount,  I have a similar one on another tv in the house.  everything is very straight forward except for putting the TV on the mount.  options are either install tv to mount then secure whole mount to wall,  or the reverse.  with a 32\ tv this isn't too bad.  The other style mount I have has a plate that mounts to tv then hooks to the bracket on wall holding tv in place while you permanently secure it. This one does not have that,  with two people this mount would be a breeze,  but by myself trying to hold a 32\"" tv 7 feet off the ground,  line up the screw holes and install the screws so i could let the tv go was a major pain.""";1.0;nice but tricky to install;1327190400;01 22, 2012;;
AJIA55AVU0CUS;972683275;"Chris C \Chris C\""""";[0, 0];Holds the TV fine and the articulation is great.  We use it in a downstairs bedroom where we can move it to be seen from the bed or the treadmill.  Has cable mgmt as well.;4.0;"For 22\ LCD""";1364947200;04 3, 2013;;
AJUAH1PQMVBHW;972683275;R. J. Nation;[0, 0];This Wall Mount is exactly as described and Is well made, very robust and easy capable of supporting my 32 inch HDTV/DVD combo. Excellent, easy to follow pictorial instructions.The hardware package included with the Wall Mount is very comprehensive, with each item of hardware  packaged in its own plastic compartment and individually identified so it is almost impossible to use the wrong  piece of hardwarea.Spanner [that's English for wrench] is a joke but can be used as a template for a full-size one.I was so impressed I am going to buy a second one to give to my son.The price for a similar wall mounts In Best Buy was $100 plus, so the VideoSecu is an incredible bargain.;5.0;Great Buy;1385251200;11 24, 2013;;
AJZOVL5UW5392;972683275;TR;[0, 0];I have had this on my tv for over a year now and it's hold up amazing. I really like being able to adjust my tv to fit my needs. Wheather I'm laying in bed or standing up watching a show this did the trick ! My tv is 22 inchs wide by the way. Definite a great purchase.;5.0;Great little guy;1402963200;06 17, 2014;;
AK4A0WP71RIG0;972683275;jwest;[0, 0];"This flexible mount works great for our 32\ flat-screen. I wanted something that would fit tight back into a corner and this did the trick. Installed the back plate into the stud closest to the corner and then angled the flat-screen diagonally up into the corner looking down into our kitchen nook for viewing. Now the mount and cables remain invisible behind the TV. Love it and would highly recommend this mount, not to mention the price is right!""";4.0;"Great mounting system for my 32\ flat-screen""";1322784000;12 2, 2011;;
AK514FAJ3YQSV;972683275;Jomama;[0, 0];This will be awesome if my husband ever puts it up. It is still in the box it came in at this point.;5.0;This is going to be awesome!;1390348800;01 22, 2014;;
AKAOH4DGKSCP1;972683275;"Keith J. Wilder \kwilderkwilder\""""";[0, 0];It always amazes me when I need stuff, such as this TV mount, that once you search the internet, the amazing prices you come across, versus what these same/similar items cost even at Walmart.Got it delivered fast and up on on my wall in no time.I have mine installed high on the wall in my bedroom above an armour and angled down facing the bed for the perfect viewing angle.;5.0;Awesome Buy!;1315958400;09 14, 2011;1358035200;01 13, 2013
AKBZI91RTIXM6;972683275;deana;[0, 0];It did what it was supposed to do, even held a heavier tv for a little while. so good product;4.0;did its job;1380931200;10 5, 2013;;
AKOB0AC7H4RHN;972683275;Ichelo;[11, 15];The mount while being rated for 55lbs, can barely hold my 30lb tv.  When fully extended it sags by 4 inches or so, it doesn't keep the tv level, I can tell that the mount would break if I were to mount a 55lb tv.  I am not sure how much i trust it over time, i'm going to replace it.;1.0;Doesn't hold up very well;1325635200;01 4, 2012;;
AKSRGI790QOOT;972683275;Kandel Eaton;[0, 0];Best bet for the money...works best when weight is in the middle of the weight range...simple installation with a stud finder...screws down secure...best to loosen bolts to articulate the way you like before hanging...I've bought three, you will love it!;5.0;I love it!;1388534400;01 1, 2014;;
AKUNHU70LFK6E;972683275;Alexis Robertson;[0, 0];We got this mount for the television in our bedroom. My husband was able to install it easily and it swivels. We are very happy with it.;5.0;perfect;1375660800;08 5, 2013;;
AKY4Q90DE9AO9;972683275;Peanut;[1, 1];We mounted a 36 inch TV. The 180 degree articulating arm is used fully extended and rotated 180 degrees on a regular basis. The tilt stays as positioned and will not move unless it is re-adjusted. Better quality than I expected. Exception is the plastic cover that hides the mounting screws. This is a mute point as it does not affect the function and does not show. Made in China.;4.0;Price is right- Recommended;1372809600;07 3, 2013;;
AL29YSP075B3G;972683275;Pilot Rob;[0, 0];Easy to install.  Has all the necessary hardware included.  Nice solid mount for my 42 Plasma and I installed another for my Brother's 42 LED TV.;5.0;Nice wall mount;1377820800;08 30, 2013;;
AL4WX7LL4ISYK;972683275;Dex86;[0, 0];"I have a very early model 42in flatscreen. The specs say the TV weighs in at 52lbs, i also have my soundbar mounted below the tv so thats another 5lbs or so on the mount. I'm pushing the limits of the mount with damn near 60lbs which the mount claims to support and so far it is. The arm does flex a good amount right at the middle connection but doesnt seem to be failing.I have moved the arm in all positions, straight out, flat against wall and anywhere in between. Does have that &#34;flex&#34; to it but nothing has gotten worse over time so im confident that it is a sturdy product... just has me a little on edge because it looks unsafe however feels good.Make sure to mount this into a stud in the wall... if your relying only on anchors/drywall and you have a heavy tv like me there is no way it will stay.If it breaks ill let you guys know";4.0;So far so good... super heavy tv on it;1395187200;03 19, 2014;;
AL635KJYMZ71K;972683275;Josh1973;[0, 0];It didn't come with the extenders like pictured. You also have to off center the screws that go into the stud because they all don't fit onto the stud.;3.0;TV Wall Arm;1356307200;12 24, 2012;;
ALB2U20GGGJWU;972683275;Tulsa Jim;[0, 0];"This unit has worked perfectly in holding a 40&#34; TV in an extended position for months - without sagging or failing.  Very happy with the purchase";5.0;Well Built;1397433600;04 14, 2014;;
ALG0CGEI3NV18;972683275;Sunny;[0, 0];"Quick and easy installation; love the extended long arm for my Samsung 40'' Smart TV. The full motion rotation is also great!";5.0;Love it - great investment;1395014400;03 17, 2014;;
ALL8RBDZK0WWO;972683275;Audrey C. J. Morse;[0, 0];"good price and works well . was quite easy to install . it is supportig a 30&#34; tv in my bedroom";4.0;tv arm;1357257600;01 4, 2013;;
ALP4IUKDBJ0EO;972683275;Diieeego;[0, 0];I found these on Amazon for ~$20 LESS THAN similar ones at Costco! That's hard to do many times. They were very easy to install for my particular HDTVs.;5.0;Sturdy and easy to install. A great deal.;1391817600;02 8, 2014;;
ALSYM9GTZ8E7A;972683275;Kimberly Panosh;[0, 0];It was easy to install and it is very sturdy and easy to turn.  Like this was best of all.  WE have a different brand one in the master bedroom.  What a steal!;5.0;Perfect;1370476800;06 6, 2013;;
ALUZVJS4G2J9Y;972683275;mitzi segraves;[0, 0];loved it....half the price compared to stores will be getting another one for my daughters tv.....diff recommend buying this good luck;5.0;loved...buying another one;1386028800;12 3, 2013;;
ALVJCD5NY28G4;972683275;Just a dude;[0, 0];Mount went up easily and seems sturdy enough.  However, adjusting the TV sometimes leaves the TV crooked.  Also, it is almost impossible to adjust tilt without using the provided tools.  Even after using the tools, we couldn't really adjust the tilt to the full amount.;4.0;Good sturdy mount, however could be better;1292803200;12 20, 2010;;
AM178A0W4L6TT;972683275;Maurice Iuliano;[1, 1];I used this to mount my 27 inch Samsung in my bedroom. It feels very sturdy and I do not expect any problems with sagging or falling with it. For the price this mount is excellent. Why pay more for something that you will not see and does the same job as other high priced mounts. The only thing I did not like was the way the instructions have you mount the TV after the bracket is attached to the wall but like another reviewer stated, I removed the head from the arm, attached it to the TV and then reattached the head to the arm and slid the bolt that I removed back in. I did reverse the orientation of the bolt by having it drop in instead of pushing it in from the bottom. It made it much easier. After 15 years of having a TV on the edge of my dresser I finally freed that space up and have my TV mounted on the wall and I am very happy with this purchase.;4.0;Price is great for excellent product. I'm happy.;1344038400;08 4, 2012;;
AM3IQNMF60MBU;972683275;"M. Allen \Salsa Climber\""""";[0, 0];Works great and was relatively easy to install. Seems to be holding up well.  No complaints. I would recommend to anyone.;5.0;Works very well!;1333065600;03 30, 2012;;
AMAR6CIOZUQO4;972683275;T. McKendry;[3, 4];I'm using this to mount an older SyncMaster 191T above my desk and was pleasantly surprised at how sturdy it is for the price.  Installation was simple, though I used the screws from the original monitor mount for the plate attachment, as none of those included would work with my monitor.  The tilt mechanism requires loosening a bolt and then adjusting the monitor to the desired angle.  I would have preferred another 10-15 degrees of vertical tilting capability, but what is available will be fine for most applications.  I posted a couple of photos that shows it mounted.Overall I'm very pleased with the purchase and would buy again should I need to mount another small display.;4.0;Sturdy and an excellent value ...;1284768000;09 18, 2010;;
AMIZOLD3M9XIL;972683275;Tyler;[0, 0];This is. Great mount works as advertised and doesn't sag under weight I would buy it again for other rooms;4.0;Buy it;1379030400;09 13, 2013;;
AML8NIWFKHZJU;972683275;4all2read;[0, 1];The TV would not stay level on mine.  Turned out to have two problems.  First - the slot in the little bracket that the bigger TV bracket hangs onto was a bit too high so the little bolt was resting on the slots bottom edge.  I drilled it out to be 1/16 of an inch lower and that solved the problem.  I also put a lock washer on the bolt between the two plates. Second - the top bolt hole in the single arm was not in the center.  I drilled it much larger so the bolt going through the bottom hole could be straight up and down which fixed that problem.  (When the bolt was tightened it automatically became perpendicular to the bottom hole.)  These problems show insufficient quality control and should not happen, I therefore recommend you try another brand.;3.0;TV Would not Stay Level - How I Fixed it;1383782400;11 7, 2013;;
AMTDSCA4H8ESH;972683275;Wes;[0, 0];This wall mount looks and performs great. It was simple to install, and fits my TV like a glove. I would reccommend this to anyone!;5.0;EXCELLENT PRODUCT EASY TO INSTALL;1360886400;02 15, 2013;;
AMTWL4PKJ0RCG;972683275;tllongzoo;[1, 1];"I have purchased one of these about a year ago for a 47&#34; LCD, i liked it so much i purchased two more for the 32&#34; LCDs in each of our bedrooms. (I wound up making an aluminum adapter plate for my older 32&#34; because mounting holes were not standard on that tv but it worked great)";5.0;solid mount, great quality;1356393600;12 25, 2012;;
AMUZCYTOQ75PC;972683275;Ryan Lauritsen;[0, 0];This mount was easy to install, looks great, works great and was an affordable price. What more could you ask for?;5.0;Satisfied customer;1367712000;05 5, 2013;;
AMZPGSUL2HJMQ;972683275;JD'S;[1, 1];"Does what it's intended for below pricing found on other brands. I have a 32\ mo nted in the bedroom with this. Seems sturdy emough for it...went up easily. Only reason for docking one star is the difficulty in adjusting the unit in the beginning. You really need (on my unit at least) to work it for a while before installing so you don't have to put so much stress on the mounts once installed. It was VERY stiff and took quite a bit of muscle to loosen it up enough to adjust...even with the adjusters loosened for this purpose...suppose it's better to have it too tight than loose and have the tv \""drift\"" around.For $25.00 that I paid for a decent mount that has the range of angles...great find.""";4.0;Great value;1291680000;12 7, 2010;;
AN4PWA7694PFT;972683275;JBeau;[0, 0];Very sturdy. I was surprised at the quality of this mount given the price. Holds up very nicely and comes with all the necessary hardware.;5.0;Does the job;1331683200;03 14, 2012;;
AN4QU8ON7JUK9;972683275;joe;[1, 1];"Wall mount is excellent. It's one of the easiest wall mounts I've ever installed and it holds my 40&#34; Samsung television perfectly. Very good product.";5.0;Customer review;1382140800;10 19, 2013;;
ANJY75Z24A6AG;972683275;Jimmy Wissman;[1, 1];This is exactly what I needed.  It was easy to mount and supports my 40 inch TV (26 lbs) without any issue.  I haven't tested the extension brackets, but the rest of the device is very solid.  I will say that the hinges can be a bit tight, and it's not designed to be easily adjustable on the fly (you'll need a few tools).  If you plan on swinging your TV around a lot, this might not be the best choice, but it works perfectly fine if you only need to adjust it every now and then.  My favorite part is the small base.  I didn't have a lot of wall space to mount a TV, and this met my needs without eating all my money.  Keep in mind that you'll want at least two people to mount the TV on this device.  I attached my TV alone by precariously balancing it on a stack of boxes while I inserted the screws.  Speaking of which, I've mounted two TVs on this, and the box included screws which fit both (in addition to many more).  However, you may need a few more washers.;5.0;Great!;1363305600;03 15, 2013;;
ANN30ODGJSEH;972683275;Roadie;[0, 0];I looked forever to find a quality wall mount product for my 32' LED TV at a reasonable price and I settled on this one. I was pleased with the price and high quality metal. I will buy another one to replace one of my current wall mounts.;5.0;"VideoSecu Swing Arm TV Wall Mount for most 32&#34; to 55&#34; LED LCD TV VESA...";1356566400;12 27, 2012;;
ANSFLSQ5F6F2G;972683275;karen bahadoorsingh;[0, 0];everyone that visits my home just love this wall mount and i am always happy to show it off. it covers a wide area. the way i have it right now, it's looks as if the tv that's on it is floating in the air. my nephews think it's kool too.;5.0;i am a total showoff;1390780800;01 27, 2014;;
ANT44VMP958BS;972683275;UaCo;[0, 0];This product worked perfectly had no problems instulling. Price was GREAT!I ordered it arrive in 5 days. The tilt works as well as rotate. Could not be more pleased!;5.0;Excellant;1318377600;10 12, 2011;;
ANWW7PT6Z6MHD;972683275;"James \James\""""";[5, 6];The videoSecu Swing LCD Monitar is everything that it says it is.  I'm very happy with this product.;5.0;Everything it says it is.;1265500800;02 7, 2010;;
AOARGQDECYFJ8;972683275;Judy Jackson;[0, 0];It is great. Works just like I wanted it and more.  Wonderful, terrific, great, good.Picture is very good with the product.;5.0;Terrific wall mount!;1373068800;07 6, 2013;;
AOJBRLPBX7JIX;972683275;Heather;[0, 0];"This mount is wonderful.  I was a bit nervous about it because it met our 46\ TV's specifications but I had trouble finding someone who had used it for that big of a TV.  It was very easy to mount our TV and it looks great on the wall.  We have a Hannspree 46\"" TV and it works great.""";5.0;TV Mount;1325548800;01 3, 2012;;
AOKQRXFLXV49I;972683275;Wayne Weikart;[0, 0];Installed and works well. Had to buy washers for spacers to mount it to the TV. Like the tilt capability.;5.0;TV mount;1394323200;03 9, 2014;;
AOKW9X5VRG1BS;972683275;RickRoss;[0, 0];"This product was as advertised and like the other reviews the instructions could be better however with a bit of common sense this is an easy install. I removed the part that mounts to the wall and mounted it first making sure the the square opening for the bolt was at the top then attached the other part to the TV an got some assistance to old the arm in place while I dropped in the the bolt and tightened it down. (A good stud finder is a must). I used this for a 24\ and 37\""""";5.0;"LED TV Wall Mount 22\ to 37\""""";1327881600;01 30, 2012;;
AOL50BH014077;972683275;"WVfan79 \NLM\""""";[0, 0];"I Bought this item to use with a 22\ Vizio lcd tv and it works great. Installed in about 10 minutes. The price makes it even better.""";5.0;A very good choice. Well worth the money!;1289347200;11 10, 2010;;
AOOQGCJEV25VT;972683275;Frankie;[0, 0];I have purchased 3 of these wall mounts and they hold my 37 and 32 inch flat screens perfectly. I love these and highly recommend them.;5.0;One of the best wal mount sets ever!!;1355184000;12 11, 2012;;
AOU1TM9UA1BZF;972683275;chicago mom;[0, 0];very secure, we did have to use concrete bolts thought since we were putting it on an outside wall made of lath and plaster with concrete brick on the outside.  One of the best features is there is one piece that attaches to the tv and another that attaches to the wall.  the piece on the tv actually hooks onto the piece on the wall.  I am really happy with this purchase.;5.0;awesome;1388620800;01 2, 2014;;
AOZZ0CTG5RMW1;972683275;215angel;[0, 0];I bought this mounting bracket to go with a tv we just bought. It is a beautiful unit and is much cheaper than most others in stores and online. It was however the wrong size for the 32inch that we bought. We needed a 200 x 400 size. Luckily they also sell adapters to make it fit the tv so it was an easy fix and still really inexpensive. Make sure you know what size you need when ordering or you will delay the mounting  of your tv. It was very easy to assemble and install.;4.0;Make sure you order the right one;1302912000;04 16, 2011;;
AP3XMM1077I50;972683275;kyle;[0, 0];"I bought three of these mounts for all the bedrooms in my house. I love all three of them. All mounts have different tv's on them, One is a 50&#34;, 40&#34; and a 32&#34;. Product comes with multiple screw for different tvs. Outstanding product for the price. All tv's have been mount for a little over a year. This product is a full motion mount for $29.99!! and it is Prime!";5.0;Tv Wall mount;1385769600;11 30, 2013;;
AP7LSRPXT3ZL8;972683275;Kyle;[0, 0];Exactly as described.Very heavy duty.Lots of parts to make any installation work.Excellent value.Fits various monitors and tvs.;5.0;Excellent!;1357171200;01 3, 2013;;
AP91TRN3KDIRH;972683275;Korinne Henry;[0, 0];I used this product to mount my 32 inch Olevia. It is working good so far.  I don't really plan to do too much movement, but I wanted to have the option.  This mount does the trick.  It seems to be a good value.  It is not flimsy, but just based on its small size, if you TV weighs more than 35 lbs don't plan on doing too much movement. The instructions don't give you the hint, but I suggest unbolting the plate from the arm, securing it to the TV, mounting the rest of the arm to the wall, and the rebolting the TV/plate onto the arm.;4.0;Good product;1296777600;02 4, 2011;;
APBF796U7GUTV;972683275;"Amazon Customer \steve-mc2\""""";[1, 1];"This item serves its purpose as well as any other mount.  Its most appealing attribute is its large range of motion.  I am using this to corner-mount a 32\ TV and it works perfectly to hide the mount, receptacles, and cables behind the TV.  Very easy installation as well.""";5.0;Nice Mount;1331942400;03 17, 2012;;
APMXK2OIRHW78;972683275;V. Absher;[1, 1];"This item was spot-on with description.  It was a perfect fit for my 32\ Vizio.  Tough wall mount as I tested it by pulling with my body weight to make sure my TV was not going to fall off the wall.  Great Item and well worth what I paid!""";5.0;Great Product;1352678400;11 12, 2012;;
APRP1LWB08YG8;972683275;SkipB;[0, 0];"Very simple set up and ease of installation. I followed the advice of another reviewer and removed the top hex-screw of one of the center connections (thus disconnecting the wall plate from the plate attached to the TV)so that I could install the plate to the wall and the plate to the back of the TV as separate processes. Both simple and quite easy. Then it was simply a matter of slipping the two back together and re-installing the hex-screw. I was able to install a 32\ RCA TV, without any help in less than 20 minutes.Manufacturer provided a good assortment of screws and other hardware, as well as a hex wrench, a small open wrench and a level.""";4.0;Solid product;1324771200;12 25, 2011;;
APTBT66A0Z76A;972683275;Robert T.;[0, 0];I wasn't 100% sure what I would get when I ordered this mount but when I received it I was impressed at the quality and construction of it. It is better than other mounts I looked at in stores costing 2 to 3 times more. This mount has plenty of adjustments to satisfy any need and it had all the hardware I needed to mount my TV to the wall.;5.0;VideoSecu TV wall mount;1304208000;05 1, 2011;;
AQ3SGCLNIPQ01;972683275;Rick;[0, 0];I got the product in good shape. Installation easy except it requires two person to connect the TV to the bracket.;4.0;Swing Arm TV wall mount;1376179200;08 11, 2013;;
AQBLWW13U66XD;972683275;"Benjamin Belanger \v dbl u\""""";[0, 0];"I bought this for a 22\ TV for my son. I mounted this onto the corner stud and it works great! I love the angles it can achieve. Fees Very sturdy and well built. It works perfect for my application. Very happy with this purchase!""";5.0;High Quality/Low Price;1375574400;08 4, 2013;;
AQCEXDZDNVJUG;972683275;Stephen Stonebraker;[7, 8];Great for the price, however, the screws it came with sucked, you'll have to go out and buy better ones.  Works great!;4.0;decent;1212969600;06 9, 2008;;
AQGSAZBQTA4;972683275;Heather McNeill;[0, 1];We ordered these for 2 flat screens we bought for our kid's rooms.  As we were attempting to secure the wall mount to the wall we realized that the screws that came with the mount had heads way too small so there was no way to secure the mount to the wall itself.  Those same screws are meant to secure the tv to the mount as well (there are only one size of screws sent) are too long to fit into the tv so we now have to make a trip to the hardware store to find something that will work properly.  I may amend this if we're able to actually find the screws and get them hooked up for very eager children.;2.0;Screws didn't fit;1388448000;12 31, 2013;;
AQI418NDK5GF3;972683275;cargeek;[0, 0];"We used it to mount our 2009 31 in. Westinghouse LCD-very smooth installation. The included smaller bubble level was a nice touch and there were a myriad of tv mount screw sizes to accommodate the screw mount thread sies of a variety of TVs. Where we mounted it, there was a stairwell wall behind it, so there were three studs behind the sheetrock (kind of a \support corner\"") and, therefore, no need to add an additional 2x4 support like some folks in the comments area suggested (although, I could see that if there was only one stud behind the wall-you'd probably want to get a second length of stud mounted in the wall-wouldn't have to be the entire height of the wall--just well secured to the original stud). Also, the four wood screws that were included to mount to the wall were plenty long enough and strong enough--I didn't need to buy any additional screws (just be sure to pre-drill the wall holes with a bit slightly smaller than the wood screw diameter so you don't split the studs).""";5.0;Excellent design, awesome price;1335052800;04 22, 2012;;
AQIBGC2OCCAHQ;972683275;"Patricia Murray \trader54\""""";[0, 0];It is better than spending twice the money on this going into a brick and mortar store. Was very pleased.;5.0;Good;1403913600;06 28, 2014;;
AQJ9VAGG0QKEH;972683275;Alyson;[0, 0];"My husband and I were very hesitant about this product because it didn't cost an arm and a leg. You know the old saying, &#34; You get what you pay for.&#34; Well, in this case, we got a great product for super cheap! We have owned in for a while now and had no problems whatsoever! It is on a 26&#34; LED tv in our son's room.";5.0;Price was great!;1374364800;07 21, 2013;;
